S.No.,Date,Temperature (Celsius),Temperature (Kelvin),Temperature (Fahrenheit),Precipitation (mm),Wind Speed (km/h)
1700,27-08-14,-7,266.15,19.4,5.497562217,21
1701,28-08-14,22,295.15,71.6,1.76648524,19
1702,29-08-14,7,280.15,44.6,3.742709435,3
1703,30-08-14,10,283.15,50,4.238448652,1
1704,31-08-14,12,285.15,53.6,4.907787868,5
1705,01-09-14,19,292.15,66.2,0.271461836,44
1706,02-09-14,-6,267.15,21.2,5.030429504,10
1707,03-09-14,5,278.15,41,4.936788792,39
1708,04-09-14,24,297.15,75.2,2.153900207,27
1709,05-09-14,1,274.15,33.8,2.840953991,30
1710,06-09-14,2,275.15,35.6,0.400207982,16
1711,07-09-14,16,289.15,60.8,2.33809855,20
1712,08-09-14,27,300.15,80.6,9.402641704,1
1713,09-09-14,29,302.15,84.2,4.515775026,12
1714,10-09-14,15,288.15,59,7.685440563,33
1715,11-09-14,19,292.15,66.2,4.57169128,0
1716,12-09-14,7,280.15,44.6,6.402150969,16
1717,13-09-14,0,273.15,32,1.996034482,9
1718,14-09-14,13,286.15,55.4,7.518083159,47
1719,15-09-14,14,287.15,57.2,5.015111295,18
1720,16-09-14,3,276.15,37.4,5.052836377,3
1721,17-09-14,19,292.15,66.2,5.849941075,29
1722,18-09-14,24,297.15,75.2,9.220190036,23
1723,19-09-14,-6,267.15,21.2,1.454349999,36
1724,20-09-14,20,293.15,68,5.060473157,42
1725,21-09-14,10,283.15,50,8.110408008,19
1726,22-09-14,28,301.15,82.4,0.1833294,3
1727,23-09-14,11,284.15,51.8,3.22878191,25
1728,24-09-14,-2,271.15,28.4,1.369816054,42
1729,25-09-14,6,279.15,42.8,6.999268581,27
1730,26-09-14,27,300.15,80.6,3.524978617,43
1731,27-09-14,14,287.15,57.2,2.994960068,13
1732,28-09-14,7,280.15,44.6,6.806847442,44
1733,29-09-14,-9,264.15,15.8,4.153108997,28
1734,30-09-14,-4,269.15,24.8,7.195022104,22
1735,01-10-14,2,275.15,35.6,3.043995797,16
1736,02-10-14,13,286.15,55.4,3.203741543,17
1737,03-10-14,18,291.15,64.4,8.048558328,39
1738,04-10-14,-3,270.15,26.6,3.661653362,28
1739,05-10-14,20,293.15,68,3.474196297,27
1740,06-10-14,20,293.15,68,7.447154368,20
1741,07-10-14,4,277.15,39.2,3.251473615,27
1742,08-10-14,3,276.15,37.4,6.615066005,48
1743,09-10-14,-3,270.15,26.6,4.261257704,41
1744,10-10-14,25,298.15,77,7.5942697,49
1745,11-10-14,25,298.15,77,3.835582142,17
1746,12-10-14,9,282.15,48.2,9.53904397,46
1747,13-10-14,9,282.15,48.2,1.497907007,21
1748,14-10-14,27,300.15,80.6,9.276288062,47
1749,15-10-14,17,290.15,62.6,9.227709275,33
1750,16-10-14,28,301.15,82.4,6.592428552,1
1751,17-10-14,-9,264.15,15.8,0.036949851,34
1752,18-10-14,23,296.15,73.4,2.423308079,34
1753,19-10-14,-1,272.15,30.2,1.759183328,13
1754,20-10-14,-1,272.15,30.2,1.889297828,39
1755,21-10-14,5,278.15,41,5.969339437,30
1756,22-10-14,11,284.15,51.8,9.007935237,27
1757,23-10-14,18,291.15,64.4,6.518434816,14
1758,24-10-14,12,285.15,53.6,9.573478621,26
1759,25-10-14,15,288.15,59,0.820281422,44
1760,26-10-14,3,276.15,37.4,4.635105892,6
1761,27-10-14,-6,267.15,21.2,5.509387719,25
1762,28-10-14,20,293.15,68,6.865451092,3
1763,29-10-14,3,276.15,37.4,3.83480201,20
1764,30-10-14,17,290.15,62.6,6.067706551,28
1765,31-10-14,-4,269.15,24.8,4.172554935,25
1766,01-11-14,-7,266.15,19.4,8.185135755,17
1767,02-11-14,28,301.15,82.4,0.508258969,24
1768,03-11-14,8,281.15,46.4,2.76291863,10
1769,04-11-14,9,282.15,48.2,5.736756106,0
1770,05-11-14,8,281.15,46.4,4.781819141,42
1771,06-11-14,30,303.15,86,6.533261227,44
1772,07-11-14,-3,270.15,26.6,7.314683878,45
1773,08-11-14,15,288.15,59,1.768165109,10
1774,09-11-14,-5,268.15,23,1.800554377,34
1775,10-11-14,-1,272.15,30.2,5.294633911,49
1776,11-11-14,14,287.15,57.2,1.194046183,15
1777,12-11-14,4,277.15,39.2,2.397589295,12
1778,13-11-14,5,278.15,41,1.752969403,2
1779,14-11-14,-6,267.15,21.2,3.807006375,14
1780,15-11-14,20,293.15,68,9.145040902,39
1781,16-11-14,13,286.15,55.4,5.44633968,30
1782,17-11-14,21,294.15,69.8,8.935809615,42
1783,18-11-14,24,297.15,75.2,1.566351416,11
1784,19-11-14,3,276.15,37.4,1.315016098,7
1785,20-11-14,18,291.15,64.4,9.098174877,1
1786,21-11-14,19,292.15,66.2,3.577868313,5
1787,22-11-14,21,294.15,69.8,7.84648717,15
1788,23-11-14,-9,264.15,15.8,3.515766692,8
1789,24-11-14,1,274.15,33.8,7.933879405,21
1790,25-11-14,30,303.15,86,3.997054967,8
1791,26-11-14,5,278.15,41,3.486646526,8
1792,27-11-14,30,303.15,86,4.841415102,10
1793,28-11-14,5,278.15,41,2.605617991,15
1794,29-11-14,-9,264.15,15.8,8.218088048,32
1795,30-11-14,10,283.15,50,5.474954187,3
1796,01-12-14,30,303.15,86,5.140945836,7
1797,02-12-14,-1,272.15,30.2,8.899337222,39
1798,03-12-14,-10,263.15,14,5.704848956,32
1799,04-12-14,17,290.15,62.6,7.080829277,30
1800,05-12-14,-6,267.15,21.2,1.917123474,2
1801,06-12-14,4,277.15,39.2,0.171475153,13
1802,07-12-14,10,283.15,50,2.181902412,40
1803,08-12-14,-6,267.15,21.2,4.941536128,17
1804,09-12-14,-10,263.15,14,7.357999921,11
1805,10-12-14,16,289.15,60.8,1.910443285,12
1806,11-12-14,23,296.15,73.4,8.977494855,22
1807,12-12-14,12,285.15,53.6,4.461981733,9
1808,13-12-14,-3,270.15,26.6,2.31332393,5
1809,14-12-14,8,281.15,46.4,2.773980633,29
1810,15-12-14,-6,267.15,21.2,9.511895481,27
1811,16-12-14,-5,268.15,23,5.666415775,22
1812,17-12-14,-10,263.15,14,2.855295807,9
1813,18-12-14,5,278.15,41,0.21994978,7
1814,19-12-14,7,280.15,44.6,2.984319335,26
1815,20-12-14,-5,268.15,23,5.939464828,25
1816,21-12-14,-5,268.15,23,1.038962414,4
1817,22-12-14,21,294.15,69.8,0.638127,18
1818,23-12-14,12,285.15,53.6,2.443576566,18
1819,24-12-14,-2,271.15,28.4,1.066234418,25
1820,25-12-14,10,283.15,50,8.803816744,21
1821,26-12-14,27,300.15,80.6,8.719843564,49
1822,27-12-14,0,273.15,32,6.542573372,46
1823,28-12-14,30,303.15,86,2.286591867,3
1824,29-12-14,17,290.15,62.6,7.203741163,4
1825,30-12-14,5,278.15,41,0.186932922,25
1826,31-12-14,9,282.15,48.2,5.589245973,33
1827,01-01-15,7,280.15,44.6,3.61860185,1
1828,02-01-15,22,295.15,71.6,5.886718046,27
1829,03-01-15,1,274.15,33.8,4.340611752,36
1830,04-01-15,-10,263.15,14,8.017460797,11
1831,05-01-15,29,302.15,84.2,0.785170744,14
1832,06-01-15,-3,270.15,26.6,4.909861747,6
1833,07-01-15,13,286.15,55.4,0.609139572,10
1834,08-01-15,6,279.15,42.8,9.380060646,28
1835,09-01-15,18,291.15,64.4,6.008060963,3
1836,10-01-15,29,302.15,84.2,7.021595463,24
1837,11-01-15,20,293.15,68,7.539657539,46
1838,12-01-15,4,277.15,39.2,8.979194914,10
1839,13-01-15,23,296.15,73.4,3.899725021,8
1840,14-01-15,27,300.15,80.6,5.514393235,46
1841,15-01-15,-7,266.15,19.4,6.442476861,8
1842,16-01-15,26,299.15,78.8,1.315741188,1
1843,17-01-15,-10,263.15,14,7.655444626,4
1844,18-01-15,19,292.15,66.2,7.174660711,45
1845,19-01-15,8,281.15,46.4,7.043635557,26
1846,20-01-15,7,280.15,44.6,8.856236533,29
1847,21-01-15,19,292.15,66.2,2.726468952,5
1848,22-01-15,1,274.15,33.8,3.753477211,3
1849,23-01-15,15,288.15,59,3.31320564,0
1850,24-01-15,-9,264.15,15.8,4.783452326,8
1851,25-01-15,18,291.15,64.4,0.672592717,22
1852,26-01-15,0,273.15,32,6.764699792,2
1853,27-01-15,-4,269.15,24.8,2.07545395,38
1854,28-01-15,14,287.15,57.2,5.052917334,41
1855,29-01-15,13,286.15,55.4,6.849269593,30
1856,30-01-15,21,294.15,69.8,0.615350751,20
1857,31-01-15,20,293.15,68,3.249636922,14
1858,01-02-15,15,288.15,59,3.990939095,28
1859,02-02-15,5,278.15,41,1.649893958,17
1860,03-02-15,18,291.15,64.4,6.187646358,1
1861,04-02-15,-2,271.15,28.4,2.747803269,39
1862,05-02-15,7,280.15,44.6,8.28749791,23
1863,06-02-15,28,301.15,82.4,6.812171108,27
1864,07-02-15,10,283.15,50,6.722312046,6
1865,08-02-15,4,277.15,39.2,2.377039167,11
1866,09-02-15,11,284.15,51.8,4.694382643,28
1867,10-02-15,10,283.15,50,2.100550889,0
1868,11-02-15,14,287.15,57.2,6.768966116,24
1869,12-02-15,-5,268.15,23,1.373247422,45
1870,13-02-15,21,294.15,69.8,6.657248773,4
1871,14-02-15,19,292.15,66.2,7.667836571,24
1872,15-02-15,-6,267.15,21.2,0.714286165,15
1873,16-02-15,17,290.15,62.6,5.476845452,19
1874,17-02-15,-9,264.15,15.8,2.770062665,13
1875,18-02-15,20,293.15,68,4.782159119,47
1876,19-02-15,3,276.15,37.4,7.778725498,21
1877,20-02-15,-6,267.15,21.2,7.693631302,8
1878,21-02-15,-10,263.15,14,4.324209421,38
1879,22-02-15,30,303.15,86,1.0863365,6
1880,23-02-15,6,279.15,42.8,8.801675553,23
1881,24-02-15,24,297.15,75.2,8.58172142,21
1882,25-02-15,4,277.15,39.2,1.515610803,38
1883,26-02-15,19,292.15,66.2,9.104439322,17
1884,27-02-15,-6,267.15,21.2,3.01223093,40
1885,28-02-15,14,287.15,57.2,4.203399942,24
1886,01-03-15,17,290.15,62.6,1.862055717,41
1887,02-03-15,5,278.15,41,7.918056025,5
1888,03-03-15,1,274.15,33.8,1.484464331,16
1889,04-03-15,18,291.15,64.4,4.259902881,42
1890,05-03-15,6,279.15,42.8,8.776995123,48
1891,06-03-15,15,288.15,59,4.795082841,13
1892,07-03-15,-4,269.15,24.8,2.927359856,46
1893,08-03-15,22,295.15,71.6,3.005833847,17
1894,09-03-15,19,292.15,66.2,8.041176404,41
1895,10-03-15,12,285.15,53.6,4.353597093,44
1896,11-03-15,7,280.15,44.6,8.735791497,22
1897,12-03-15,30,303.15,86,1.612251302,14
1898,13-03-15,28,301.15,82.4,7.084160065,18
1899,14-03-15,4,277.15,39.2,1.004196155,14
1900,15-03-15,-2,271.15,28.4,2.506093338,42
1901,16-03-15,23,296.15,73.4,5.579863667,14
1902,17-03-15,16,289.15,60.8,8.398186091,6
1903,18-03-15,30,303.15,86,1.464386279,26
1904,19-03-15,10,283.15,50,0.746043033,34
1905,20-03-15,13,286.15,55.4,5.548677043,12
1906,21-03-15,26,299.15,78.8,1.533178268,29
1907,22-03-15,29,302.15,84.2,6.927436263,37
1908,23-03-15,10,283.15,50,6.536166139,4
1909,24-03-15,-7,266.15,19.4,7.240484633,25
1910,25-03-15,-9,264.15,15.8,7.514204646,40
1911,26-03-15,4,277.15,39.2,3.441207542,34
1912,27-03-15,5,278.15,41,9.05905009,34
1913,28-03-15,-7,266.15,19.4,6.813739124,46
1914,29-03-15,0,273.15,32,5.472831298,18
1915,30-03-15,1,274.15,33.8,7.072266929,10
1916,31-03-15,16,289.15,60.8,4.440062698,14
1917,01-04-15,14,287.15,57.2,5.985258096,16
1918,02-04-15,10,283.15,50,5.710382066,47
1919,03-04-15,-10,263.15,14,2.236451294,45
1920,04-04-15,16,289.15,60.8,0.849476664,7
1921,05-04-15,0,273.15,32,5.883914658,8
1922,06-04-15,23,296.15,73.4,8.897722309,28
1923,07-04-15,0,273.15,32,5.492142166,18
1924,08-04-15,25,298.15,77,4.90603822,34
1925,09-04-15,25,298.15,77,5.863094176,36
1926,10-04-15,26,299.15,78.8,1.925564826,31
1927,11-04-15,-1,272.15,30.2,3.113045295,4
1928,12-04-15,8,281.15,46.4,8.721598133,26
1929,13-04-15,25,298.15,77,1.008355192,37
1930,14-04-15,21,294.15,69.8,5.081557378,22
1931,15-04-15,24,297.15,75.2,0.972068437,14
1932,16-04-15,8,281.15,46.4,3.238458187,50
1933,17-04-15,24,297.15,75.2,4.704944126,5
1934,18-04-15,6,279.15,42.8,7.673045668,47
1935,19-04-15,25,298.15,77,3.673776897,23
1936,20-04-15,20,293.15,68,0.250384396,3
1937,21-04-15,6,279.15,42.8,2.589548697,30
1938,22-04-15,23,296.15,73.4,7.89015813,48
1939,23-04-15,-3,270.15,26.6,9.139458762,1
1940,24-04-15,25,298.15,77,2.957860824,7
1941,25-04-15,-4,269.15,24.8,7.201803825,44
1942,26-04-15,-6,267.15,21.2,7.839809396,22
1943,27-04-15,-7,266.15,19.4,4.824472779,17
1944,28-04-15,-6,267.15,21.2,5.772107279,47
1945,29-04-15,-9,264.15,15.8,4.639794848,20
1946,30-04-15,-9,264.15,15.8,0.604530498,9
1947,01-05-15,13,286.15,55.4,2.98021978,34
1948,02-05-15,22,295.15,71.6,0.588500401,1
1949,03-05-15,20,293.15,68,7.907095987,1
1950,04-05-15,30,303.15,86,0.450237711,23
1951,05-05-15,-2,271.15,28.4,7.867601459,8
1952,06-05-15,23,296.15,73.4,6.411080187,3
1953,07-05-15,-7,266.15,19.4,5.125704125,29
1954,08-05-15,7,280.15,44.6,5.685599635,37
1955,09-05-15,-4,269.15,24.8,2.922458697,37
1956,10-05-15,11,284.15,51.8,5.619136702,41
1957,11-05-15,25,298.15,77,6.45836196,7
1958,12-05-15,7,280.15,44.6,8.73792864,49
1959,13-05-15,-7,266.15,19.4,2.374825792,7
1960,14-05-15,0,273.15,32,4.404544665,9
1961,15-05-15,-2,271.15,28.4,9.255870615,21
1962,16-05-15,8,281.15,46.4,9.293464356,50
1963,17-05-15,6,279.15,42.8,4.898575649,40
1964,18-05-15,9,282.15,48.2,0.576984221,15
1965,19-05-15,-2,271.15,28.4,5.596986553,12
1966,20-05-15,5,278.15,41,1.992476278,11
1967,21-05-15,6,279.15,42.8,4.757026333,43
1968,22-05-15,8,281.15,46.4,8.665106715,23
1969,23-05-15,14,287.15,57.2,2.498695676,13
1970,24-05-15,5,278.15,41,6.965938706,3
1971,25-05-15,28,301.15,82.4,6.240781031,16
1972,26-05-15,-6,267.15,21.2,6.208659688,6
1973,27-05-15,16,289.15,60.8,6.033299382,25
1974,28-05-15,26,299.15,78.8,0.008084317,43
1975,29-05-15,23,296.15,73.4,1.71671115,16
1976,30-05-15,-5,268.15,23,9.653731296,24
1977,31-05-15,11,284.15,51.8,7.522580867,0
1978,01-06-15,-4,269.15,24.8,1.651096724,13
1979,02-06-15,13,286.15,55.4,3.60161042,46
1980,03-06-15,22,295.15,71.6,4.617796154,22
1981,04-06-15,-8,265.15,17.6,8.691033176,1
1982,05-06-15,16,289.15,60.8,8.213437138,49
1983,06-06-15,14,287.15,57.2,7.19411687,18
1984,07-06-15,6,279.15,42.8,6.593384434,50
1985,08-06-15,19,292.15,66.2,0.519373689,10
1986,09-06-15,-10,263.15,14,2.596781775,0
1987,10-06-15,0,273.15,32,0.356326442,50
1988,11-06-15,13,286.15,55.4,6.279127838,0
1989,12-06-15,-10,263.15,14,5.336245058,14
1990,13-06-15,-10,263.15,14,4.327260791,45
1991,14-06-15,-4,269.15,24.8,5.981722317,25
1992,15-06-15,6,279.15,42.8,8.970998998,26
1993,16-06-15,12,285.15,53.6,4.733465755,32
1994,17-06-15,23,296.15,73.4,2.357758977,2
1995,18-06-15,-7,266.15,19.4,4.697720574,32
1996,19-06-15,-3,270.15,26.6,6.605082817,14
1997,20-06-15,-5,268.15,23,1.835286906,46
1998,21-06-15,-2,271.15,28.4,9.148752278,4
1999,22-06-15,22,295.15,71.6,8.784314396,32
2000,23-06-15,20,293.15,68,1.168381873,24
2001,24-06-15,26,299.15,78.8,3.194470041,9
2002,25-06-15,4,277.15,39.2,6.80984778,41
2003,26-06-15,17,290.15,62.6,3.133424255,1
2004,27-06-15,-9,264.15,15.8,8.252737442,47
2005,28-06-15,-9,264.15,15.8,8.999203524,35
2006,29-06-15,29,302.15,84.2,9.347909903,45
2007,30-06-15,4,277.15,39.2,5.359284656,40
2008,01-07-15,19,292.15,66.2,9.66669306,24
2009,02-07-15,28,301.15,82.4,8.807374842,40
2010,03-07-15,23,296.15,73.4,9.33065438,33
2011,04-07-15,-10,263.15,14,2.432597664,35
2012,05-07-15,4,277.15,39.2,9.72946293,28
2013,06-07-15,-8,265.15,17.6,4.959584501,22
2014,07-07-15,5,278.15,41,5.299348935,38
2015,08-07-15,2,275.15,35.6,2.894407841,41
2016,09-07-15,16,289.15,60.8,2.317336743,19
2017,10-07-15,22,295.15,71.6,4.678542358,21
2018,11-07-15,7,280.15,44.6,7.199435955,18
2019,12-07-15,21,294.15,69.8,2.256385056,25
2020,13-07-15,7,280.15,44.6,0.931215024,28
2021,14-07-15,17,290.15,62.6,8.617207999,18
2022,15-07-15,-10,263.15,14,9.57845539,34
2023,16-07-15,5,278.15,41,5.826534462,24
2024,17-07-15,21,294.15,69.8,7.369978622,1
2025,18-07-15,18,291.15,64.4,5.284746089,9
2026,19-07-15,3,276.15,37.4,2.58460691,28
2027,20-07-15,14,287.15,57.2,5.345761344,22
2028,21-07-15,27,300.15,80.6,3.86049897,2
2029,22-07-15,16,289.15,60.8,5.318338746,0
2030,23-07-15,2,275.15,35.6,5.075936125,22
2031,24-07-15,30,303.15,86,6.377378269,20
2032,25-07-15,13,286.15,55.4,0.032488048,44
2033,26-07-15,6,279.15,42.8,7.749437841,30
2034,27-07-15,-7,266.15,19.4,4.258879134,43
2035,28-07-15,22,295.15,71.6,5.191761326,0
2036,29-07-15,14,287.15,57.2,4.489416954,16
2037,30-07-15,19,292.15,66.2,1.506187689,11
2038,31-07-15,16,289.15,60.8,5.483820633,16
2039,01-08-15,24,297.15,75.2,3.391260757,10
2040,02-08-15,-3,270.15,26.6,5.70388131,4
2041,03-08-15,-2,271.15,28.4,5.983607529,38
2042,04-08-15,21,294.15,69.8,9.673992492,10
2043,05-08-15,7,280.15,44.6,0.58448786,10
2044,06-08-15,-2,271.15,28.4,8.808161795,8
2045,07-08-15,11,284.15,51.8,2.279767859,19
2046,08-08-15,-6,267.15,21.2,0.302122737,34
2047,09-08-15,6,279.15,42.8,0.089653033,15
2048,10-08-15,0,273.15,32,8.144740741,16
2049,11-08-15,19,292.15,66.2,9.668358974,10
2050,12-08-15,-5,268.15,23,0.068716892,9
2051,13-08-15,16,289.15,60.8,4.559397093,25
2052,14-08-15,-3,270.15,26.6,5.054523456,45
2053,15-08-15,-4,269.15,24.8,1.464837175,17
2054,16-08-15,-3,270.15,26.6,9.658263899,43
2055,17-08-15,18,291.15,64.4,7.282835305,8
2056,18-08-15,30,303.15,86,5.275179917,39
2057,19-08-15,10,283.15,50,7.915816774,22
2058,20-08-15,24,297.15,75.2,7.822795348,38
2059,21-08-15,11,284.15,51.8,4.143757686,45
2060,22-08-15,-4,269.15,24.8,6.759276304,40
2061,23-08-15,-7,266.15,19.4,0.123707094,13
2062,24-08-15,0,273.15,32,8.834036393,14
2063,25-08-15,25,298.15,77,7.324006755,15
2064,26-08-15,15,288.15,59,6.198336309,32
2065,27-08-15,28,301.15,82.4,2.505985682,47
2066,28-08-15,23,296.15,73.4,9.453054104,47
2067,29-08-15,-8,265.15,17.6,7.130998889,36
2068,30-08-15,-7,266.15,19.4,6.265029159,37
2069,31-08-15,23,296.15,73.4,2.084244313,24
2070,01-09-15,15,288.15,59,4.425144903,47
2071,02-09-15,20,293.15,68,9.179085343,26
2072,03-09-15,12,285.15,53.6,9.345735727,34
2073,04-09-15,15,288.15,59,4.06871266,40
2074,05-09-15,4,277.15,39.2,1.650847952,37
2075,06-09-15,16,289.15,60.8,8.669808828,3
2076,07-09-15,15,288.15,59,2.377488666,44
2077,08-09-15,5,278.15,41,7.87796634,0
2078,09-09-15,14,287.15,57.2,6.595510916,7
2079,10-09-15,-9,264.15,15.8,1.979521933,35
2080,11-09-15,9,282.15,48.2,4.896638921,11
2081,12-09-15,-9,264.15,15.8,7.674117611,37
2082,13-09-15,-8,265.15,17.6,7.649437255,37
2083,14-09-15,25,298.15,77,1.032538718,48
2084,15-09-15,22,295.15,71.6,7.428531347,28
2085,16-09-15,15,288.15,59,8.142158141,35
2086,17-09-15,18,291.15,64.4,0.568159306,46
2087,18-09-15,10,283.15,50,6.091726362,0
2088,19-09-15,13,286.15,55.4,9.150524042,38
2089,20-09-15,29,302.15,84.2,1.295575638,24
2090,21-09-15,28,301.15,82.4,1.40222232,50
2091,22-09-15,22,295.15,71.6,9.986908952,28
2092,23-09-15,2,275.15,35.6,3.355980195,29
2093,24-09-15,10,283.15,50,2.790663236,31
2094,25-09-15,5,278.15,41,6.248249983,15
2095,26-09-15,19,292.15,66.2,2.348073687,37
2096,27-09-15,11,284.15,51.8,8.325215798,12
2097,28-09-15,14,287.15,57.2,7.725056825,16
2098,29-09-15,25,298.15,77,1.847731981,16
2099,30-09-15,24,297.15,75.2,4.144270755,50
2100,01-10-15,26,299.15,78.8,7.628184202,44
2101,02-10-15,26,299.15,78.8,8.767879869,14
2102,03-10-15,15,288.15,59,1.026867563,5
2103,04-10-15,15,288.15,59,7.423753571,7
2104,05-10-15,5,278.15,41,2.706923109,16
2105,06-10-15,29,302.15,84.2,2.212070031,15
2106,07-10-15,-8,265.15,17.6,8.185997556,11
2107,08-10-15,14,287.15,57.2,7.623245621,41
2108,09-10-15,10,283.15,50,7.543302776,29
2109,10-10-15,24,297.15,75.2,9.327376359,2
2110,11-10-15,-4,269.15,24.8,3.305106164,14
2111,12-10-15,12,285.15,53.6,1.835031149,28
2112,13-10-15,30,303.15,86,7.724851756,22
2113,14-10-15,1,274.15,33.8,0.249440476,28
2114,15-10-15,-1,272.15,30.2,1.742910922,32
2115,16-10-15,0,273.15,32,9.128257381,3
2116,17-10-15,0,273.15,32,8.451035429,9
2117,18-10-15,-5,268.15,23,2.897749221,41
2118,19-10-15,9,282.15,48.2,4.695064822,6
2119,20-10-15,-6,267.15,21.2,2.213309149,11
2120,21-10-15,1,274.15,33.8,5.963509775,13
2121,22-10-15,0,273.15,32,3.165506452,45
2122,23-10-15,28,301.15,82.4,4.251665263,6
2123,24-10-15,20,293.15,68,1.264114376,7
2124,25-10-15,8,281.15,46.4,3.60289322,45
2125,26-10-15,24,297.15,75.2,3.922014238,39
2126,27-10-15,28,301.15,82.4,3.636186961,11
2127,28-10-15,8,281.15,46.4,8.391784395,39
2128,29-10-15,-10,263.15,14,6.01510367,29
2129,30-10-15,8,281.15,46.4,9.058629326,19
2130,31-10-15,-7,266.15,19.4,2.787316639,0
2131,01-11-15,9,282.15,48.2,0.379400173,15
2132,02-11-15,24,297.15,75.2,0.134141755,31
2133,03-11-15,21,294.15,69.8,7.227415765,7
2134,04-11-15,6,279.15,42.8,5.553795277,44
2135,05-11-15,-8,265.15,17.6,6.566882678,28
2136,06-11-15,2,275.15,35.6,8.103021193,24
2137,07-11-15,6,279.15,42.8,8.069154021,27
2138,08-11-15,27,300.15,80.6,4.386690425,28
2139,09-11-15,17,290.15,62.6,8.572125108,0
2140,10-11-15,20,293.15,68,2.416560111,1
2141,11-11-15,4,277.15,39.2,8.14193169,42
2142,12-11-15,25,298.15,77,7.064387834,2
2143,13-11-15,-5,268.15,23,3.483652566,25
2144,14-11-15,6,279.15,42.8,3.523958047,10
2145,15-11-15,1,274.15,33.8,5.223570784,35
2146,16-11-15,6,279.15,42.8,8.814504898,36
2147,17-11-15,25,298.15,77,2.383684705,9
2148,18-11-15,2,275.15,35.6,7.411408943,2
2149,19-11-15,6,279.15,42.8,2.510478363,20
2150,20-11-15,-1,272.15,30.2,6.026984331,15
2151,21-11-15,14,287.15,57.2,9.969610685,31
2152,22-11-15,29,302.15,84.2,1.255492114,40
2153,23-11-15,9,282.15,48.2,1.998039195,43
2154,24-11-15,5,278.15,41,1.919447365,21
2155,25-11-15,-3,270.15,26.6,0.786039462,32
2156,26-11-15,-1,272.15,30.2,0.167024419,18
2157,27-11-15,26,299.15,78.8,6.704087426,3
2158,28-11-15,-7,266.15,19.4,3.955524232,0
2159,29-11-15,6,279.15,42.8,2.190288973,8
2160,30-11-15,20,293.15,68,4.434291097,20
2161,01-12-15,18,291.15,64.4,1.295451424,21
2162,02-12-15,3,276.15,37.4,7.760716157,38
2163,03-12-15,-3,270.15,26.6,1.998693966,33
2164,04-12-15,29,302.15,84.2,3.646698657,30
2165,05-12-15,15,288.15,59,0.622641974,45
2166,06-12-15,-6,267.15,21.2,7.031111411,47
2167,07-12-15,13,286.15,55.4,0.900591083,40
2168,08-12-15,13,286.15,55.4,7.371805829,43
2169,09-12-15,-6,267.15,21.2,5.519680691,13
2170,10-12-15,-4,269.15,24.8,6.501017402,20
2171,11-12-15,-9,264.15,15.8,2.406211755,32
2172,12-12-15,10,283.15,50,4.764832108,22
2173,13-12-15,12,285.15,53.6,3.575872771,48
2174,14-12-15,9,282.15,48.2,6.398996097,39
2175,15-12-15,2,275.15,35.6,4.002160547,41
2176,16-12-15,11,284.15,51.8,0.018491527,29
2177,17-12-15,9,282.15,48.2,8.005923801,41
2178,18-12-15,19,292.15,66.2,1.223884205,26
2179,19-12-15,-10,263.15,14,7.035694268,36
2180,20-12-15,9,282.15,48.2,2.908329788,9
2181,21-12-15,-2,271.15,28.4,8.779851025,47
2182,22-12-15,22,295.15,71.6,6.096292089,31
2183,23-12-15,18,291.15,64.4,3.274730449,33
2184,24-12-15,27,300.15,80.6,0.844730158,26
2185,25-12-15,0,273.15,32,3.68971728,24
2186,26-12-15,-3,270.15,26.6,5.967304879,25
2187,27-12-15,7,280.15,44.6,2.534431864,29
2188,28-12-15,22,295.15,71.6,0.566818303,8
2189,29-12-15,20,293.15,68,0.734660303,32
2190,30-12-15,15,288.15,59,5.360572196,41
2191,31-12-15,-7,266.15,19.4,6.796865317,1
2192,01-01-16,6,279.15,42.8,7.152362333,29
2193,02-01-16,-9,264.15,15.8,1.139878932,33
2194,03-01-16,3,276.15,37.4,6.465712942,16
2195,04-01-16,-9,264.15,15.8,2.061439467,18
2196,05-01-16,3,276.15,37.4,3.89904528,48
2197,06-01-16,18,291.15,64.4,6.786694506,27
2198,07-01-16,1,274.15,33.8,8.223556142,1
2199,08-01-16,15,288.15,59,9.155354491,38
2200,09-01-16,0,273.15,32,7.531503603,27
2201,10-01-16,11,284.15,51.8,8.773817272,29
2202,11-01-16,-10,263.15,14,5.593767134,21
2203,12-01-16,13,286.15,55.4,8.265517953,8
2204,13-01-16,19,292.15,66.2,4.131770701,32
2205,14-01-16,-10,263.15,14,9.18356357,39
2206,15-01-16,-4,269.15,24.8,8.182888411,9
2207,16-01-16,2,275.15,35.6,2.558606797,20
2208,17-01-16,-1,272.15,30.2,5.256619416,7
2209,18-01-16,26,299.15,78.8,4.544220203,50
2210,19-01-16,18,291.15,64.4,5.701063228,45
2211,20-01-16,-4,269.15,24.8,8.96228544,47
2212,21-01-16,1,274.15,33.8,5.057327624,35
2213,22-01-16,10,283.15,50,9.738376507,50
2214,23-01-16,22,295.15,71.6,3.538749715,0
2215,24-01-16,29,302.15,84.2,6.84103095,47
2216,25-01-16,26,299.15,78.8,1.961432495,22
2217,26-01-16,22,295.15,71.6,8.92866621,22
2218,27-01-16,8,281.15,46.4,5.179237615,40
2219,28-01-16,12,285.15,53.6,4.445925925,22
2220,29-01-16,11,284.15,51.8,3.236041693,32
